2024-04-20T16:47:02,278108173+02:00;temperature.gpu=35.9;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:03,338418895+02:00;temperature.gpu=35.9;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:04,372415844+02:00;temperature.gpu=35.9;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:05,413095140+02:00;temperature.gpu=37.6;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:06,472427245+02:00;temperature.gpu=37.6;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:07,502209085+02:00;temperature.gpu=37.6;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:08,545279873+02:00;temperature.gpu=37.6;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:09,574565416+02:00;temperature.gpu=36.5;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:10,612043832+02:00;temperature.gpu=36.5;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:11,662122904+02:00;temperature.gpu=36.5;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:12,711440582+02:00;temperature.gpu=36.5;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:13,759316903+02:00;temperature.gpu=36.5;temperature.cpu=36.476;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:14,808824685+02:00;temperature.gpu=37.6;temperature.cpu=37.014;temperature.env=21.5;humidity=47.4;
2024-04-20T16:47:15,859198109+02:00;temperature.gpu=37.6;temperature.cpu=37.014;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:16,910214055+02:00;temperature.gpu=37.6;temperature.cpu=37.014;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:17,960648104+02:00;temperature.gpu=37.6;temperature.cpu=37.014;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:19,017554356+02:00;temperature.gpu=37.6;temperature.cpu=37.014;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:20,053643212+02:00;temperature.gpu=37;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:21,083092343+02:00;temperature.gpu=37;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:22,135590051+02:00;temperature.gpu=37;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:23,182094593+02:00;temperature.gpu=37;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:24,253486284+02:00;temperature.gpu=37;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:25,346672148+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:26,428598038+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:27,494241062+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:28,556361087+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:29,612232409+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:30,667705755+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:31,709216807+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:32,748740059+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:33,781361354+02:00;temperature.gpu=37.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:34,816690361+02:00;temperature.gpu=38.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:35,847365032+02:00;temperature.gpu=38.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:36,877589634+02:00;temperature.gpu=38.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:37,910252219+02:00;temperature.gpu=38.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:38,966624361+02:00;temperature.gpu=38.6;temperature.cpu=37.552;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:40,011698548+02:00;temperature.gpu=37.6;temperature.cpu=38.628;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:41,049262723+02:00;temperature.gpu=37.6;temperature.cpu=38.628;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:42,082368163+02:00;temperature.gpu=37.6;temperature.cpu=38.628;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:43,113677404+02:00;temperature.gpu=37.6;temperature.cpu=38.628;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:44,144223546+02:00;temperature.gpu=37.6;temperature.cpu=38.628;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:45,180487376+02:00;temperature.gpu=38.6;temperature.cpu=38.09;temperature.env=21.6;humidity=47.4;
2024-04-20T16:47:46,213573836+02:00;temperature.gpu=38.6;temperature.cpu=38.09;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:47,259660826+02:00;temperature.gpu=38.6;temperature.cpu=38.09;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:48,289848250+02:00;temperature.gpu=38.6;temperature.cpu=38.09;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:49,321912335+02:00;temperature.gpu=38.6;temperature.cpu=38.09;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:50,367656077+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:51,415527220+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:52,444537892+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:53,500099270+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:54,531851818+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:47:55,561262129+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.4;
2024-04-20T16:47:56,601460103+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.4;
2024-04-20T16:47:57,632148398+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.4;
2024-04-20T16:47:58,665194294+02:00;temperature.gpu=38.1;temperature.cpu=38.628;temperature.env=21.7;humidity=47.4;
2024-04-20T16:47:59,698627054+02:00;temperature.gpu=38.6;temperature.cpu=38.628;temperature.env=21.7;humidity=47.4;
2024-04-20T16:48:00,729708818+02:00;temperature.gpu=38.6;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:01,766306748+02:00;temperature.gpu=38.6;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:02,806376544+02:00;temperature.gpu=38.6;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:03,842501936+02:00;temperature.gpu=38.6;temperature.cpu=38.628;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:04,886781439+02:00;temperature.gpu=38.6;temperature.cpu=39.166;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:05,916493795+02:00;temperature.gpu=38.6;temperature.cpu=39.166;temperature.env=21.7;humidity=47.3;
2024-04-20T16:48:06,957041898+02:00;temperature.gpu=38.6;temperature.cpu=39.166;temperature.env=21.7;humidity=47.3;
