timeInSecondsSinceEpoch;source;destination;databytes
1717607632.288616;192.168.1.1.8888;172.23.69.13.59034;703e3f2440b3
1717607632.289015;192.168.1.1.8888;172.23.69.13.59034;bdb8f6b6aba1
1717607632.289093;192.168.1.1.8888;172.23.69.13.59034;1a44e03da26d
1717607632.289646;192.168.1.1.8888;172.23.69.13.59034;fd1a778178a5
1717607632.289846;192.168.1.1.8888;172.23.69.13.59034;a4d36e1dc4d8
1717607632.289857;192.168.1.1.8888;172.23.69.13.59034;ab74acd19722
1717607632.290308;192.168.1.1.8888;172.23.69.13.59034;df1f9743bd26
1717607632.290326;192.168.1.1.8888;172.23.69.13.59034;ed1f1d004346
1717607632.291214;192.168.1.1.8888;172.23.69.13.59034;8faff1fc68f0
1717607632.291485;192.168.1.1.8888;172.23.69.13.59034;7701029d471d
1717607632.291502;192.168.1.1.8888;172.23.69.13.59034;e40964d85a23
1717607632.323931;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.324008;192.168.1.1.8888;172.23.69.13.59034;8f6c94b5bdf1
1717607632.324255;192.168.1.1.8888;172.23.69.13.59034;bf116d5fa9d8
1717607632.324710;192.168.1.1.8888;172.23.69.13.59034;78c7526c1e1f
1717607632.324751;192.168.1.1.8888;172.23.69.13.59034;7f27cfc7c3d8
1717607632.324764;192.168.1.1.8888;172.23.69.13.59034;ad9aeb41d3de
1717607632.359026;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.359113;192.168.1.1.8888;172.23.69.13.59034;d23cb6049c91
1717607632.359119;192.168.1.1.8888;172.23.69.13.59034;aba204c58d7c
1717607632.389590;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.393377;192.168.1.1.8888;172.23.69.13.59034;0da2f960f2b4
1717607632.394087;192.168.1.1.8888;172.23.69.13.59034;c2e43bdfea13
1717607632.394122;192.168.1.1.8888;172.23.69.13.59034;1da7fcc7a193
1717607632.421706;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.421747;192.168.1.1.8888;172.23.69.13.59034;39ab8a6b4c16
1717607632.421795;192.168.1.1.8888;172.23.69.13.59034;1c856012f810
1717607632.421909;192.168.1.1.8888;172.23.69.13.59034;38c8becceeab
1717607632.422034;192.168.1.1.8888;172.23.69.13.59034;f1c8abc7e452
1717607632.422151;192.168.1.1.8888;172.23.69.13.59034;7b54e8ac7ee5
1717607632.422291;192.168.1.1.8888;172.23.69.13.59034;988f403cedc7
1717607632.422402;192.168.1.1.8888;172.23.69.13.59034;4094a8263c3a
1717607632.423110;192.168.1.1.8888;172.23.69.13.59034;f78933a7a440
1717607632.423130;192.168.1.1.8888;172.23.69.13.59034;d07f35a23e1f
1717607632.423192;192.168.1.1.8888;172.23.69.13.59034;faecc32ce4c8
1717607632.423258;192.168.1.1.8888;172.23.69.13.59034;f74e4f1b2858
1717607632.423383;192.168.1.1.8888;172.23.69.13.59034;5bc45fa9002e
1717607632.423524;192.168.1.1.8888;172.23.69.13.59034;518c1bfb0f81
1717607632.423628;192.168.1.1.8888;172.23.69.13.59034;1f7bd133e352
1717607632.423752;192.168.1.1.8888;172.23.69.13.59034;24190931aca4
1717607632.423869;192.168.1.1.8888;172.23.69.13.59034;c7201aa977f0
1717607632.423993;192.168.1.1.8888;172.23.69.13.59034;3a2e9387e0ab
1717607632.424117;192.168.1.1.8888;172.23.69.13.59034;6907968e5926
1717607632.424237;192.168.1.1.8888;172.23.69.13.59034;99f198864caf
1717607632.424362;192.168.1.1.8888;172.23.69.13.59034;3de9dfbe44f4
1717607632.424726;192.168.1.1.8888;172.23.69.13.59034;84e7dabd9e85
1717607632.456266;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.456428;192.168.1.1.8888;172.23.69.13.59034;23631cf56f1b
1717607632.456649;192.168.1.1.8888;172.23.69.13.59034;3d92ad9a1cd4
1717607632.456813;192.168.1.1.8888;172.23.69.13.59034;2c8e7cc5c711
1717607632.457058;192.168.1.1.8888;172.23.69.13.59034;20c6c1913684
1717607632.457069;192.168.1.1.8888;172.23.69.13.59034;7e19aa2413cc
1717607632.457288;192.168.1.1.8888;172.23.69.13.59034;c50f75412d1a
1717607632.457388;192.168.1.1.8888;172.23.69.13.59034;75c0f810fef3
1717607632.457519;192.168.1.1.8888;172.23.69.13.59034;7b5b12a988cf
1717607632.457632;192.168.1.1.8888;172.23.69.13.59034;7b3d7c5b4ce4
1717607632.457759;192.168.1.1.8888;172.23.69.13.59034;1401d8b6c294
1717607632.457883;192.168.1.1.8888;172.23.69.13.59034;ab373954c1a6
1717607632.458034;192.168.1.1.8888;172.23.69.13.59034;556a80b6d7e1
1717607632.458128;192.168.1.1.8888;172.23.69.13.59034;425ee1ff37ce
1717607632.458248;192.168.1.1.8888;172.23.69.13.59034;bcd0014fee4f
1717607632.458528;192.168.1.1.8888;172.23.69.13.59034;b3e7a918c20a
1717607632.458641;192.168.1.1.8888;172.23.69.13.59034;f320685a47d4
1717607632.458686;192.168.1.1.8888;172.23.69.13.59034;f3ec3518094e
1717607632.491724;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.491803;192.168.1.1.8888;172.23.69.13.59034;7aa5da5210bf
1717607632.492027;192.168.1.1.8888;172.23.69.13.59034;f89f78119142
1717607632.492266;192.168.1.1.8888;172.23.69.13.59034;de19b830c603
1717607632.492834;192.168.1.1.8888;172.23.69.13.59034;66915ce6e67c
1717607632.523384;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.523501;192.168.1.1.8888;172.23.69.13.59034;16fe9e6a6803
1717607632.523601;192.168.1.1.8888;172.23.69.13.59034;a114e28298bb
1717607632.523744;192.168.1.1.8888;172.23.69.13.59034;695b1c2ab5fd
1717607632.523882;192.168.1.1.8888;172.23.69.13.59034;20ae88777a1b
1717607632.524001;192.168.1.1.8888;172.23.69.13.59034;7f45cec279c3
1717607632.524485;192.168.1.1.8888;172.23.69.13.59034;afe39853f14f
1717607632.525038;192.168.1.1.8888;172.23.69.13.59034;2188847dc3a4
1717607632.525474;192.168.1.1.8888;172.23.69.13.59034;81d48c40beba
1717607632.525579;192.168.1.1.8888;172.23.69.13.59034;80af6243ff2a
1717607632.525844;192.168.1.1.8888;172.23.69.13.59034;e4d061055324
1717607632.526130;192.168.1.1.8888;172.23.69.13.59034;cbc1e6dc304b
1717607632.558908;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.558967;192.168.1.1.8888;172.23.69.13.59034;397476c0ed56
1717607632.589012;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.591471;192.168.1.1.8888;172.23.69.13.59034;dddfec59da84
1717607632.591540;192.168.1.1.8888;172.23.69.13.59034;2196f22cf16a
1717607632.591563;192.168.1.1.8888;172.23.69.13.59034;02e70620a51a
1717607632.621677;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.621718;192.168.1.1.8888;172.23.69.13.59034;03e34219c866
1717607632.621732;192.168.1.1.8888;172.23.69.13.59034;15e7401b79f9
1717607632.621838;192.168.1.1.8888;172.23.69.13.59034;fd3f36f6229f
1717607632.621952;192.168.1.1.8888;172.23.69.13.59034;40ec5978502b
1717607632.622070;192.168.1.1.8888;172.23.69.13.59034;91ee3ed090d9
1717607632.622197;192.168.1.1.8888;172.23.69.13.59034;617adca81e4b
1717607632.622315;192.168.1.1.8888;172.23.69.13.59034;3ea76b13569d
1717607632.622442;192.168.1.1.8888;172.23.69.13.59034;640c7c689bc7
1717607632.622566;192.168.1.1.8888;172.23.69.13.59034;388a79e3c749
1717607632.624982;192.168.1.1.8888;172.23.69.13.59034;8c3c002f8132
1717607632.625013;192.168.1.1.8888;172.23.69.13.59034;1b8bc48aa025
1717607632.625036;192.168.1.1.8888;172.23.69.13.59034;a8e7a970f65a
1717607632.625041;192.168.1.1.8888;172.23.69.13.59034;21d6423563a9
1717607632.661653;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.661729;192.168.1.1.8888;172.23.69.13.59034;db8bcdfc572b
1717607632.661738;192.168.1.1.8888;172.23.69.13.59034;8a978751b426
1717607632.695334;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.696179;192.168.1.1.8888;172.23.69.13.59034;4ec92ebc24a5
1717607632.696243;192.168.1.1.8888;172.23.69.13.59034;2bfe29855cb7
1717607632.721612;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.721653;192.168.1.1.8888;172.23.69.13.59034;0dbe61457038
1717607632.721872;192.168.1.1.8888;172.23.69.13.59034;9b0334cfa43d
1717607632.722093;192.168.1.1.8888;172.23.69.13.59034;719409d681f7
1717607632.722371;192.168.1.1.8888;172.23.69.13.59034;968fd3f5ded6
1717607632.722609;192.168.1.1.8888;172.23.69.13.59034;ee912e807a76
1717607632.722885;192.168.1.1.8888;172.23.69.13.59034;e6f244614941
1717607632.729834;192.168.1.1.8888;172.23.69.13.59034;ef14a94a9f56
1717607632.729880;192.168.1.1.8888;172.23.69.13.59034;5305793c2d66
1717607632.754913;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.754976;192.168.1.1.8888;172.23.69.13.59034;f132c563e1a9
1717607632.754992;192.168.1.1.8888;172.23.69.13.59034;0e26bdcd1b65
1717607632.755093;192.168.1.1.8888;172.23.69.13.59034;efa57b9edc01
1717607632.755237;192.168.1.1.8888;172.23.69.13.59034;32418acf1e97
1717607632.755408;192.168.1.1.8888;172.23.69.13.59034;29d709710639
1717607632.755615;192.168.1.1.8888;172.23.69.13.59034;ef1c6ae7c5e8
1717607632.755714;192.168.1.1.8888;172.23.69.13.59034;40f0dd838836
1717607632.756283;192.168.1.1.8888;172.23.69.13.59034;9a1b85f4bfb1
1717607632.756575;192.168.1.1.8888;172.23.69.13.59034;8b3ebb334f06
1717607632.756592;192.168.1.1.8888;172.23.69.13.59034;c2a031f7db4f
1717607632.756893;192.168.1.1.8888;172.23.69.13.59034;c691837a0112
1717607632.757087;192.168.1.1.8888;172.23.69.13.59034;b20117492111
1717607632.757296;192.168.1.1.8888;172.23.69.13.59034;4e901d51ae76
1717607632.757491;192.168.1.1.8888;172.23.69.13.59034;0870832e1eee
1717607632.757504;192.168.1.1.8888;172.23.69.13.59034;913f195314c0
1717607632.757672;192.168.1.1.8888;172.23.69.13.59034;19daa9df097e
1717607632.757841;192.168.1.1.8888;172.23.69.13.59034;127e5c04c966
1717607632.792827;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.792922;192.168.1.1.8888;172.23.69.13.59034;610d46570cf3
1717607632.792941;192.168.1.1.8888;172.23.69.13.59034;b2196a2289b2
1717607632.825017;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.825068;192.168.1.1.8888;172.23.69.13.59034;8bc402327bfe
1717607632.825076;192.168.1.1.8888;172.23.69.13.59034;d5c31d5e0181
1717607632.854904;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.854963;192.168.1.1.8888;172.23.69.13.59034;15a234434a85
1717607632.855020;192.168.1.1.8888;172.23.69.13.59034;44ae614b7541
1717607632.855211;192.168.1.1.8888;172.23.69.13.59034;418ba005dc17
1717607632.855269;192.168.1.1.8888;172.23.69.13.59034;fb1727b354de
1717607632.855438;192.168.1.1.8888;172.23.69.13.59034;c007b0af13cd
1717607632.855494;192.168.1.1.8888;172.23.69.13.59034;2ee086ab21f2
1717607632.855691;192.168.1.1.8888;172.23.69.13.59034;5398833898cb
1717607632.855759;192.168.1.1.8888;172.23.69.13.59034;9c1b5e2deef7
1717607632.855924;192.168.1.1.8888;172.23.69.13.59034;0cadb8d17de7
1717607632.856129;192.168.1.1.8888;172.23.69.13.59034;c780d324cbd4
1717607632.856412;192.168.1.1.8888;172.23.69.13.59034;1f920a15510e
1717607632.856628;192.168.1.1.8888;172.23.69.13.59034;1c5eafce1012
1717607632.856862;192.168.1.1.8888;172.23.69.13.59034;056d58d93159
1717607632.859038;192.168.1.1.8888;172.23.69.13.59034;f4fe3fdc4135
1717607632.859131;192.168.1.1.8888;172.23.69.13.59034;31f0ca2ecd41
1717607632.888897;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.889097;192.168.1.1.8888;172.23.69.13.59034;0d43df22ba6e
1717607632.889111;192.168.1.1.8888;172.23.69.13.59034;ab0fbc90a181
1717607632.889448;192.168.1.1.8888;172.23.69.13.59034;2e23a0e591fd
1717607632.889477;192.168.1.1.8888;172.23.69.13.59034;02ae006a58c1
1717607632.889638;192.168.1.1.8888;172.23.69.13.59034;6719853521d0
1717607632.889749;192.168.1.1.8888;172.23.69.13.59034;2ec4a28f1797
1717607632.889888;192.168.1.1.8888;172.23.69.13.59034;36bebdc3898e
1717607632.890006;192.168.1.1.8888;172.23.69.13.59034;e4adb61a9bb1
1717607632.892474;192.168.1.1.8888;172.23.69.13.59034;00015e4bacf5
1717607632.892515;192.168.1.1.8888;172.23.69.13.59034;983d7c99d4ac
1717607632.927439;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.927487;192.168.1.1.8888;172.23.69.13.59034;ed275deb512d
1717607632.927493;192.168.1.1.8888;172.23.69.13.59034;91e1563b8405
1717607632.958077;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.958139;192.168.1.1.8888;172.23.69.13.59034;2cea0ba00341
1717607632.958145;192.168.1.1.8888;172.23.69.13.59034;14f3207f9285
1717607632.988354;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607632.988443;192.168.1.1.8888;172.23.69.13.59034;523a4eed2251
1717607632.988783;192.168.1.1.8888;172.23.69.13.59034;adb4b9713678
1717607632.988821;192.168.1.1.8888;172.23.69.13.59034;2c33549d2a7f
1717607632.989048;192.168.1.1.8888;172.23.69.13.59034;2fc162bb1b22
1717607632.989713;192.168.1.1.8888;172.23.69.13.59034;3f8044990e78
1717607632.989742;192.168.1.1.8888;172.23.69.13.59034;eabe6e5fa73e
1717607632.989969;192.168.1.1.8888;172.23.69.13.59034;b3cf9504eb15
1717607632.990354;192.168.1.1.8888;172.23.69.13.59034;a2fa13d277c0
1717607632.990469;192.168.1.1.8888;172.23.69.13.59034;a3076d5d81c2
1717607632.990730;192.168.1.1.8888;172.23.69.13.59034;03f5c0557e62
1717607632.990929;192.168.1.1.8888;172.23.69.13.59034;753f28e3e225
1717607632.990936;192.168.1.1.8888;172.23.69.13.59034;01d456f59d14
1717607632.991170;192.168.1.1.8888;172.23.69.13.59034;ce2168aeeacb
1717607633.021907;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.022012;192.168.1.1.8888;172.23.69.13.59034;b4008eeaf6ea
1717607633.022372;192.168.1.1.8888;172.23.69.13.59034;254fea081fc3
1717607633.023445;192.168.1.1.8888;172.23.69.13.59034;5c32961586d7
1717607633.023488;192.168.1.1.8888;172.23.69.13.59034;ac1a64a5e3ff
1717607633.023495;192.168.1.1.8888;172.23.69.13.59034;769d0181f1b6
1717607633.023642;192.168.1.1.8888;172.23.69.13.59034;daebd0cd926d
1717607633.023783;192.168.1.1.8888;172.23.69.13.59034;8ac66ce3be8f
1717607633.023891;192.168.1.1.8888;172.23.69.13.59034;2e5d1beddfe5
1717607633.024019;192.168.1.1.8888;172.23.69.13.59034;705dbad4bf47
1717607633.024141;192.168.1.1.8888;172.23.69.13.59034;4d86985b2aec
1717607633.024415;192.168.1.1.8888;172.23.69.13.59034;81ff76e5a5ab
1717607633.024684;192.168.1.1.8888;172.23.69.13.59034;21adfa9a8e91
1717607633.055107;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.055143;192.168.1.1.8888;172.23.69.13.59034;f84eb9663ecb
1717607633.055167;192.168.1.1.8888;172.23.69.13.59034;d766f94d539d
1717607633.055391;192.168.1.1.8888;172.23.69.13.59034;438910af387a
1717607633.055748;192.168.1.1.8888;172.23.69.13.59034;edddb9933f0d
1717607633.058973;192.168.1.1.8888;172.23.69.13.59034;a9d8e30add45
1717607633.059113;192.168.1.1.8888;172.23.69.13.59034;15a79167d13b
1717607633.059577;192.168.1.1.8888;172.23.69.13.59034;0e63ba9d410b
1717607633.088345;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.088378;192.168.1.1.8888;172.23.69.13.59034;611eb09f9d95
1717607633.088719;192.168.1.1.8888;172.23.69.13.59034;672cb14782b0
1717607633.091731;192.168.1.1.8888;172.23.69.13.59034;bc39847656f0
1717607633.093995;192.168.1.1.8888;172.23.69.13.59034;9ffb85b5dbec
1717607633.094088;192.168.1.1.8888;172.23.69.13.59034;8e8781bb428a
1717607633.121564;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.121606;192.168.1.1.8888;172.23.69.13.59034;39a5b2218a2d
1717607633.121625;192.168.1.1.8888;172.23.69.13.59034;f125cfa9eff5
1717607633.121749;192.168.1.1.8888;172.23.69.13.59034;c12a04ab5c19
1717607633.122088;192.168.1.1.8888;172.23.69.13.59034;cb7737c5c96e
1717607633.122260;192.168.1.1.8888;172.23.69.13.59034;03a6b4d8c819
1717607633.122580;192.168.1.1.8888;172.23.69.13.59034;3460f1593547
1717607633.122971;192.168.1.1.8888;172.23.69.13.59034;7c4b4c10c0e4
1717607633.126244;192.168.1.1.8888;172.23.69.13.59034;5229290639cb
1717607633.126281;192.168.1.1.8888;172.23.69.13.59034;3b7448bba8db
1717607633.156543;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.156635;192.168.1.1.8888;172.23.69.13.59034;adf7d731b121
1717607633.156881;192.168.1.1.8888;172.23.69.13.59034;26d5a5aeef5c
1717607633.157118;192.168.1.1.8888;172.23.69.13.59034;58a151279943
1717607633.157245;192.168.1.1.8888;172.23.69.13.59034;073e2e1c3f6a
1717607633.157364;192.168.1.1.8888;172.23.69.13.59034;a11febcaadfc
1717607633.157491;192.168.1.1.8888;172.23.69.13.59034;9f53b42e0dca
1717607633.157603;192.168.1.1.8888;172.23.69.13.59034;760aecf85d5c
1717607633.157702;192.168.1.1.8888;172.23.69.13.59034;09887eb43dca
1717607633.157827;192.168.1.1.8888;172.23.69.13.59034;2c888981f889
1717607633.157946;192.168.1.1.8888;172.23.69.13.59034;7bec452c2611
1717607633.158020;192.168.1.1.8888;172.23.69.13.59034;d572088a0f15
1717607633.188644;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.188779;192.168.1.1.8888;172.23.69.13.59034;93570d9e8e97
1717607633.190319;192.168.1.1.8888;172.23.69.13.59034;f364994242d4
1717607633.190432;192.168.1.1.8888;172.23.69.13.59034;d3ce75a0e2ef
1717607633.190468;192.168.1.1.8888;172.23.69.13.59034;a53e457851c3
1717607633.190597;192.168.1.1.8888;172.23.69.13.59034;5c2a9e7a9d06
1717607633.190913;192.168.1.1.8888;172.23.69.13.59034;1b44e80df3a9
1717607633.193224;192.168.1.1.8888;172.23.69.13.59034;8b91e7a8977f
1717607633.193259;192.168.1.1.8888;172.23.69.13.59034;3876d74c39c0
1717607633.229533;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.229621;192.168.1.1.8888;172.23.69.13.59034;c022cdbab4d4
1717607633.229632;192.168.1.1.8888;172.23.69.13.59034;780d78ff32ff
1717607633.258926;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.258979;192.168.1.1.8888;172.23.69.13.59034;fde5562ebe32
1717607633.258988;192.168.1.1.8888;172.23.69.13.59034;ca167d4017a5
1717607633.288359;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.288533;192.168.1.1.8888;172.23.69.13.59034;526827794cbd
1717607633.288631;192.168.1.1.8888;172.23.69.13.59034;f6279d998ee9
1717607633.288882;192.168.1.1.8888;172.23.69.13.59034;460591740ec9
1717607633.289261;192.168.1.1.8888;172.23.69.13.59034;cac420c37d92
1717607633.290013;192.168.1.1.8888;172.23.69.13.59034;014bf8535ae0
1717607633.290039;192.168.1.1.8888;172.23.69.13.59034;b109684731f9
1717607633.290275;192.168.1.1.8888;172.23.69.13.59034;e689304015f0
1717607633.290469;192.168.1.1.8888;172.23.69.13.59034;c182ddd62d8e
1717607633.290633;192.168.1.1.8888;172.23.69.13.59034;a1848ee7ba08
1717607633.290915;192.168.1.1.8888;172.23.69.13.59034;591bc669898e
1717607633.291106;192.168.1.1.8888;172.23.69.13.59034;62953b33c580
1717607633.291118;192.168.1.1.8888;172.23.69.13.59034;da1d4d10d09b
1717607633.291368;192.168.1.1.8888;172.23.69.13.59034;d2587724b753
1717607633.324163;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.325160;192.168.1.1.8888;172.23.69.13.59034;599fc02a2667
1717607633.325453;192.168.1.1.8888;172.23.69.13.59034;a6b61f9c9313
1717607633.325469;192.168.1.1.8888;172.23.69.13.59034;7b22bebcc49d
1717607633.355832;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.355867;192.168.1.1.8888;172.23.69.13.59034;c1f0a5d0e7f7
1717607633.355942;192.168.1.1.8888;172.23.69.13.59034;09ef093f60cf
1717607633.356064;192.168.1.1.8888;172.23.69.13.59034;1113e621f725
1717607633.356186;192.168.1.1.8888;172.23.69.13.59034;af1d5cec8b22
1717607633.356312;192.168.1.1.8888;172.23.69.13.59034;0e3924f8db41
1717607633.356759;192.168.1.1.8888;172.23.69.13.59034;411261f2f16f
1717607633.356811;192.168.1.1.8888;172.23.69.13.59034;1f5449f87b5f
1717607633.356915;192.168.1.1.8888;172.23.69.13.59034;372ce81777d2
1717607633.357035;192.168.1.1.8888;172.23.69.13.59034;f6976e2f0699
1717607633.357160;192.168.1.1.8888;172.23.69.13.59034;c9080a62b3f8
1717607633.357279;192.168.1.1.8888;172.23.69.13.59034;b60994cab28d
1717607633.357685;192.168.1.1.8888;172.23.69.13.59034;037d8128ed3f
1717607633.357694;192.168.1.1.8888;172.23.69.13.59034;af6ed5e4477d
1717607633.358843;192.168.1.1.8888;172.23.69.13.59034;5aeb629ac2c4
1717607633.388821;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.389346;192.168.1.1.8888;172.23.69.13.59034;86705ccfb764
1717607633.391785;192.168.1.1.8888;172.23.69.13.59034;5d85209c8d24
1717607633.392091;192.168.1.1.8888;172.23.69.13.59034;b20ffb0a9c62
1717607633.392099;192.168.1.1.8888;172.23.69.13.59034;f3e50eca411d
1717607633.421699;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.421724;192.168.1.1.8888;172.23.69.13.59034;94e27cc650c1
1717607633.421797;192.168.1.1.8888;172.23.69.13.59034;cca860f4fac1
1717607633.421953;192.168.1.1.8888;172.23.69.13.59034;0e396eb59106
1717607633.422031;192.168.1.1.8888;172.23.69.13.59034;2cfe331e9a8d
1717607633.422166;192.168.1.1.8888;172.23.69.13.59034;55467c9269a3
1717607633.422274;192.168.1.1.8888;172.23.69.13.59034;d521b42d8925
1717607633.422400;192.168.1.1.8888;172.23.69.13.59034;2e07f1c173e8
1717607633.422752;192.168.1.1.8888;172.23.69.13.59034;3e718f49de72
1717607633.422765;192.168.1.1.8888;172.23.69.13.59034;47a130f2a2c6
1717607633.423030;192.168.1.1.8888;172.23.69.13.59034;31ad8b43a112
1717607633.423042;192.168.1.1.8888;172.23.69.13.59034;074db9285c94
1717607633.423252;192.168.1.1.8888;172.23.69.13.59034;ff14b1a1a580
1717607633.425843;192.168.1.1.8888;172.23.69.13.59034;d7fbd1ea7cd0
1717607633.425886;192.168.1.1.8888;172.23.69.13.59034;bec33aaec693
1717607633.455609;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.456136;192.168.1.1.8888;172.23.69.13.59034;a0c03b7d2553
1717607633.456206;192.168.1.1.8888;172.23.69.13.59034;f61c47b135bf
1717607633.456553;192.168.1.1.8888;172.23.69.13.59034;2bd643c19198
1717607633.458952;192.168.1.1.8888;172.23.69.13.59034;31ba58be6d37
1717607633.459009;192.168.1.1.8888;172.23.69.13.59034;7bea9064e1d2
1717607633.488199;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.488235;192.168.1.1.8888;172.23.69.13.59034;9e9446db07ff
1717607633.488348;192.168.1.1.8888;172.23.69.13.59034;15ce144d6f67
1717607633.488679;192.168.1.1.8888;172.23.69.13.59034;1dc49571a3e6
1717607633.493602;192.168.1.1.8888;172.23.69.13.59034;3f6e47bfe149
1717607633.493646;192.168.1.1.8888;172.23.69.13.59034;8fa12c8bbb5c
1717607633.493655;192.168.1.1.8888;172.23.69.13.59034;7e82967da460
1717607633.528065;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.528145;192.168.1.1.8888;172.23.69.13.59034;aabdcf595b4d
1717607633.528158;192.168.1.1.8888;172.23.69.13.59034;9ec96d656555
1717607633.554893;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.554930;192.168.1.1.8888;172.23.69.13.59034;eca52cbd73f4
1717607633.554988;192.168.1.1.8888;172.23.69.13.59034;aeb6815b60c0
1717607633.555191;192.168.1.1.8888;172.23.69.13.59034;37d31451d349
1717607633.555241;192.168.1.1.8888;172.23.69.13.59034;b1617b7cd1d4
1717607633.555412;192.168.1.1.8888;172.23.69.13.59034;eeeae391fa4b
1717607633.555478;192.168.1.1.8888;172.23.69.13.59034;b9d77f93cca3
1717607633.555682;192.168.1.1.8888;172.23.69.13.59034;487adb835de3
1717607633.556087;192.168.1.1.8888;172.23.69.13.59034;d454cb0068e2
1717607633.556102;192.168.1.1.8888;172.23.69.13.59034;47f2bf553925
1717607633.556347;192.168.1.1.8888;172.23.69.13.59034;91a0357535e4
1717607633.556610;192.168.1.1.8888;172.23.69.13.59034;bd46b2681086
1717607633.556818;192.168.1.1.8888;172.23.69.13.59034;920e1f473935
1717607633.556840;192.168.1.1.8888;172.23.69.13.59034;271af30923f1
1717607633.557079;192.168.1.1.8888;172.23.69.13.59034;65789a107280
1717607633.557483;192.168.1.1.8888;172.23.69.13.59034;cb2125e9ef1f
1717607633.557499;192.168.1.1.8888;172.23.69.13.59034;dada7658c6c7
1717607633.557896;192.168.1.1.8888;172.23.69.13.59034;eac17692ea62
1717607633.589050;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.589246;192.168.1.1.8888;172.23.69.13.59034;b422281a044d
1717607633.590718;192.168.1.1.8888;172.23.69.13.59034;c5fff904da1e
1717607633.594482;192.168.1.1.8888;172.23.69.13.59034;5b741f3865ec
1717607633.594568;192.168.1.1.8888;172.23.69.13.59034;5b589b1216a7
1717607633.622746;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.622783;192.168.1.1.8888;172.23.69.13.59034;f942e3b2d604
1717607633.623734;192.168.1.1.8888;172.23.69.13.59034;ad0ffc3c4843
1717607633.623797;192.168.1.1.8888;172.23.69.13.59034;ee3f6c8b7e13
1717607633.624125;192.168.1.1.8888;172.23.69.13.59034;9959dfa0bd93
1717607633.624680;192.168.1.1.8888;172.23.69.13.59034;c6d8509248a5
1717607633.624792;192.168.1.1.8888;172.23.69.13.59034;155c3d5a8167
1717607633.624914;192.168.1.1.8888;172.23.69.13.59034;fda3d37bf725
1717607633.625061;192.168.1.1.8888;172.23.69.13.59034;c78efb3aad49
1717607633.625133;192.168.1.1.8888;172.23.69.13.59034;893f2a609dbc
1717607633.625300;192.168.1.1.8888;172.23.69.13.59034;30bf95910281
1717607633.625377;192.168.1.1.8888;172.23.69.13.59034;f0b60d82fe41
1717607633.625542;192.168.1.1.8888;172.23.69.13.59034;ee580f3ff5e8
1717607633.625604;192.168.1.1.8888;172.23.69.13.59034;a0b90468a83a
1717607633.660657;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607633.660689;192.168.1.1.8888;172.23.69.13.59034;d9e5dae7b217
1717607633.660716;192.168.1.1.8888;172.23.69.13.59034;d13db53f28af
