timeInSecondsSinceEpoch;source;destination;databytes
1717607721.190269;192.168.1.1.8888;172.23.69.13.59034;3d66695b13e5
1717607721.190302;192.168.1.1.8888;172.23.69.13.59034;8ba994826ccd
1717607721.190515;192.168.1.1.8888;172.23.69.13.59034;fbab6cba96f1
1717607721.191104;192.168.1.1.8888;172.23.69.13.59034;ced4baed2cca
1717607721.191123;192.168.1.1.8888;172.23.69.13.59034;07f07cfa136f
1717607721.221787;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.221816;192.168.1.1.8888;172.23.69.13.59034;9bbd11787470
1717607721.221905;192.168.1.1.8888;172.23.69.13.59034;cab58a5704fc
1717607721.222041;192.168.1.1.8888;172.23.69.13.59034;6e703489af0a
1717607721.222143;192.168.1.1.8888;172.23.69.13.59034;7fcd00d16f9e
1717607721.222275;192.168.1.1.8888;172.23.69.13.59034;93aa7c07a93b
1717607721.222390;192.168.1.1.8888;172.23.69.13.59034;2edaef0c06ff
1717607721.222533;192.168.1.1.8888;172.23.69.13.59034;62193805e04a
1717607721.222640;192.168.1.1.8888;172.23.69.13.59034;8bffe8830c60
1717607721.222761;192.168.1.1.8888;172.23.69.13.59034;3995de236edd
1717607721.222878;192.168.1.1.8888;172.23.69.13.59034;6a4390ee852f
1717607721.223030;192.168.1.1.8888;172.23.69.13.59034;bfb5dafe05e6
1717607721.223128;192.168.1.1.8888;172.23.69.13.59034;286fa6c5d09e
1717607721.224041;192.168.1.1.8888;172.23.69.13.59034;c2b1ad222b7d
1717607721.224242;192.168.1.1.8888;172.23.69.13.59034;349419f62eef
1717607721.228229;192.168.1.1.8888;172.23.69.13.59034;05cd6e4ba8e8
1717607721.228268;192.168.1.1.8888;172.23.69.13.59034;f7dfa2c2aab7
1717607721.255071;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.259844;192.168.1.1.8888;172.23.69.13.59034;b9292eaddb42
1717607721.260034;192.168.1.1.8888;172.23.69.13.59034;013e8e48ece7
1717607721.260066;192.168.1.1.8888;172.23.69.13.59034;20064443bacb
1717607721.291275;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.291343;192.168.1.1.8888;172.23.69.13.59034;192b70f471e3
1717607721.292223;192.168.1.1.8888;172.23.69.13.59034;433c1dae1e21
1717607721.321177;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.321218;192.168.1.1.8888;172.23.69.13.59034;9cb5f51f3fec
1717607721.321314;192.168.1.1.8888;172.23.69.13.59034;b7f8e3661cfc
1717607721.321419;192.168.1.1.8888;172.23.69.13.59034;5205e0496d6e
1717607721.321660;192.168.1.1.8888;172.23.69.13.59034;e8aaf1d8cd38
1717607721.321804;192.168.1.1.8888;172.23.69.13.59034;8510b96aca83
1717607721.321913;192.168.1.1.8888;172.23.69.13.59034;bf8f4935e861
1717607721.322097;192.168.1.1.8888;172.23.69.13.59034;db1110e69cbd
1717607721.322151;192.168.1.1.8888;172.23.69.13.59034;145a18d9035b
1717607721.322320;192.168.1.1.8888;172.23.69.13.59034;b9a9323ef9ff
1717607721.322466;192.168.1.1.8888;172.23.69.13.59034;90ff860be9eb
1717607721.322517;192.168.1.1.8888;172.23.69.13.59034;ca22e3cc388e
1717607721.322684;192.168.1.1.8888;172.23.69.13.59034;79f451a19a9b
1717607721.322770;192.168.1.1.8888;172.23.69.13.59034;0be38ef3fea8
1717607721.322955;192.168.1.1.8888;172.23.69.13.59034;41581808fb15
1717607721.323017;192.168.1.1.8888;172.23.69.13.59034;631f7825ba33
1717607721.323168;192.168.1.1.8888;172.23.69.13.59034;5a1e2855c834
1717607721.323260;192.168.1.1.8888;172.23.69.13.59034;e508aaffe329
1717607721.330596;192.168.1.1.8888;172.23.69.13.59034;f17749c537a9
1717607721.330652;192.168.1.1.8888;172.23.69.13.59034;17100e3de05b
1717607721.355421;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.355461;192.168.1.1.8888;172.23.69.13.59034;10f0588a257d
1717607721.355486;192.168.1.1.8888;172.23.69.13.59034;b38bd3cdafe4
1717607721.355719;192.168.1.1.8888;172.23.69.13.59034;6948831eedb5
1717607721.355953;192.168.1.1.8888;172.23.69.13.59034;698e2ecf0fa2
1717607721.356194;192.168.1.1.8888;172.23.69.13.59034;0c51e0eeba49
1717607721.356439;192.168.1.1.8888;172.23.69.13.59034;da544254d86e
1717607721.356712;192.168.1.1.8888;172.23.69.13.59034;44167776d39b
1717607721.358398;192.168.1.1.8888;172.23.69.13.59034;59aa0cb303fa
1717607721.358450;192.168.1.1.8888;172.23.69.13.59034;a9ea8e8b23fa
1717607721.358455;192.168.1.1.8888;172.23.69.13.59034;27f17d91fa68
1717607721.388054;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.388111;192.168.1.1.8888;172.23.69.13.59034;8e4087f21900
1717607721.388328;192.168.1.1.8888;172.23.69.13.59034;4e0fcad46f99
1717607721.388572;192.168.1.1.8888;172.23.69.13.59034;267c9e13e98b
1717607721.392612;192.168.1.1.8888;172.23.69.13.59034;0668d85c552a
1717607721.393239;192.168.1.1.8888;172.23.69.13.59034;ff7b46c11b38
1717607721.393271;192.168.1.1.8888;172.23.69.13.59034;d1e97185c2b5
1717607721.424692;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.424745;192.168.1.1.8888;172.23.69.13.59034;93137506822f
1717607721.424760;192.168.1.1.8888;172.23.69.13.59034;4582f21343cc
1717607721.424763;192.168.1.1.8888;172.23.69.13.59034;51a7b46cfef8
1717607721.454565;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.454598;192.168.1.1.8888;172.23.69.13.59034;35df4083853d
1717607721.454657;192.168.1.1.8888;172.23.69.13.59034;ed45724619ed
1717607721.454787;192.168.1.1.8888;172.23.69.13.59034;08e17d5b42d5
1717607721.454927;192.168.1.1.8888;172.23.69.13.59034;2f9b2c039d9a
1717607721.455019;192.168.1.1.8888;172.23.69.13.59034;48607d44cd6e
1717607721.455167;192.168.1.1.8888;172.23.69.13.59034;f0cd613c7b2a
1717607721.455272;192.168.1.1.8888;172.23.69.13.59034;c14b49f76425
1717607721.455382;192.168.1.1.8888;172.23.69.13.59034;e7ad69d6068f
1717607721.455509;192.168.1.1.8888;172.23.69.13.59034;429a278222f1
1717607721.455628;192.168.1.1.8888;172.23.69.13.59034;be97efa759c3
1717607721.455775;192.168.1.1.8888;172.23.69.13.59034;2d5e17ed314c
1717607721.455874;192.168.1.1.8888;172.23.69.13.59034;d91694b5f061
1717607721.455999;192.168.1.1.8888;172.23.69.13.59034;f872abb8feb7
1717607721.456125;192.168.1.1.8888;172.23.69.13.59034;652df57e3bdd
1717607721.456421;192.168.1.1.8888;172.23.69.13.59034;b89fa374accd
1717607721.456757;192.168.1.1.8888;172.23.69.13.59034;a9e79d1bb485
1717607721.457002;192.168.1.1.8888;172.23.69.13.59034;79d45ee973ab
1717607721.457243;192.168.1.1.8888;172.23.69.13.59034;94b95b9614ea
1717607721.457256;192.168.1.1.8888;172.23.69.13.59034;f33386a9abdc
1717607721.457511;192.168.1.1.8888;172.23.69.13.59034;dd14ea24ac97
1717607721.488297;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.488338;192.168.1.1.8888;172.23.69.13.59034;1e668d3d0245
1717607721.488406;192.168.1.1.8888;172.23.69.13.59034;dc1ca0c780fb
1717607721.488539;192.168.1.1.8888;172.23.69.13.59034;f5a301b175eb
1717607721.488658;192.168.1.1.8888;172.23.69.13.59034;dfd100123a49
1717607721.488797;192.168.1.1.8888;172.23.69.13.59034;4f7b952f1754
1717607721.488902;192.168.1.1.8888;172.23.69.13.59034;cd5c7727532a
1717607721.491128;192.168.1.1.8888;172.23.69.13.59034;5c4752318f98
1717607721.491170;192.168.1.1.8888;172.23.69.13.59034;1549c09d3e5c
1717607721.491191;192.168.1.1.8888;172.23.69.13.59034;5fe6ac89241a
1717607721.491195;192.168.1.1.8888;172.23.69.13.59034;27fdc2d692f4
1717607721.525968;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.526038;192.168.1.1.8888;172.23.69.13.59034;5336e9dfbd1d
1717607721.526048;192.168.1.1.8888;172.23.69.13.59034;adaf5946af6e
1717607721.554720;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.554765;192.168.1.1.8888;172.23.69.13.59034;d67fd8645910
1717607721.554799;192.168.1.1.8888;172.23.69.13.59034;4bd8e1583a1f
1717607721.554909;192.168.1.1.8888;172.23.69.13.59034;c0ac7f01260b
1717607721.555053;192.168.1.1.8888;172.23.69.13.59034;f451cabd9777
1717607721.555157;192.168.1.1.8888;172.23.69.13.59034;3da63e47fbdc
1717607721.555309;192.168.1.1.8888;172.23.69.13.59034;4e609278ef0e
1717607721.555413;192.168.1.1.8888;172.23.69.13.59034;fc9a850ec7cb
1717607721.555519;192.168.1.1.8888;172.23.69.13.59034;1c8e4e03ee5a
1717607721.555665;192.168.1.1.8888;172.23.69.13.59034;adcbee18499f
1717607721.555772;192.168.1.1.8888;172.23.69.13.59034;e07c69815ac6
1717607721.555885;192.168.1.1.8888;172.23.69.13.59034;11da3b1f58d3
1717607721.556041;192.168.1.1.8888;172.23.69.13.59034;5edd88cfa1c5
1717607721.556136;192.168.1.1.8888;172.23.69.13.59034;92c9c59fe80b
1717607721.556252;192.168.1.1.8888;172.23.69.13.59034;b41cd21c2015
1717607721.556783;192.168.1.1.8888;172.23.69.13.59034;1e8078523398
1717607721.557036;192.168.1.1.8888;172.23.69.13.59034;1a0ce8110f39
1717607721.557298;192.168.1.1.8888;172.23.69.13.59034;48a8651ad795
1717607721.557385;192.168.1.1.8888;172.23.69.13.59034;d41bd8d6e91e
1717607721.557399;192.168.1.1.8888;172.23.69.13.59034;b526a4256dea
1717607721.557747;192.168.1.1.8888;172.23.69.13.59034;ed7728f32f2e
1717607721.597090;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.597177;192.168.1.1.8888;172.23.69.13.59034;a2e8c9bd113c
1717607721.597188;192.168.1.1.8888;172.23.69.13.59034;e1508ca59455
1717607721.630327;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.630917;192.168.1.1.8888;172.23.69.13.59034;358f68b58b85
1717607721.630932;192.168.1.1.8888;172.23.69.13.59034;f3a9d4f5a877
1717607721.654587;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.654613;192.168.1.1.8888;172.23.69.13.59034;54b2398f784b
1717607721.654683;192.168.1.1.8888;172.23.69.13.59034;56cfe6af21c6
1717607721.654840;192.168.1.1.8888;172.23.69.13.59034;a12acb0dfc39
1717607721.654922;192.168.1.1.8888;172.23.69.13.59034;99311dfdf533
1717607721.655063;192.168.1.1.8888;172.23.69.13.59034;c45401c7f904
1717607721.655162;192.168.1.1.8888;172.23.69.13.59034;8a5048cbcf4d
1717607721.655293;192.168.1.1.8888;172.23.69.13.59034;04e8f6830765
1717607721.655408;192.168.1.1.8888;172.23.69.13.59034;bc8da624e509
1717607721.655537;192.168.1.1.8888;172.23.69.13.59034;63d461941eec
1717607721.655668;192.168.1.1.8888;172.23.69.13.59034;740f691590c3
1717607721.655785;192.168.1.1.8888;172.23.69.13.59034;e971462ff715
1717607721.655900;192.168.1.1.8888;172.23.69.13.59034;4f33ef8b5a50
1717607721.656028;192.168.1.1.8888;172.23.69.13.59034;0be0f605de3f
1717607721.656153;192.168.1.1.8888;172.23.69.13.59034;b6255cfa9fd2
1717607721.656267;192.168.1.1.8888;172.23.69.13.59034;fef826b2ef73
1717607721.656399;192.168.1.1.8888;172.23.69.13.59034;8508ab643818
1717607721.656515;192.168.1.1.8888;172.23.69.13.59034;8772c62b7bb3
1717607721.656652;192.168.1.1.8888;172.23.69.13.59034;c883548200dc
1717607721.656784;192.168.1.1.8888;172.23.69.13.59034;070275682dc1
1717607721.656891;192.168.1.1.8888;172.23.69.13.59034;4e5ce1490fb9
1717607721.657274;192.168.1.1.8888;172.23.69.13.59034;772c7d99bbee
1717607721.657328;192.168.1.1.8888;172.23.69.13.59034;f36b8bd8c4dd
1717607721.657386;192.168.1.1.8888;172.23.69.13.59034;6a49f2de80d9
1717607721.657482;192.168.1.1.8888;172.23.69.13.59034;99c4c7d5f000
1717607721.688028;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.688053;192.168.1.1.8888;172.23.69.13.59034;1fb46eac2b6c
1717607721.688140;192.168.1.1.8888;172.23.69.13.59034;c83988e16070
1717607721.688279;192.168.1.1.8888;172.23.69.13.59034;1475acda44c2
1717607721.688381;192.168.1.1.8888;172.23.69.13.59034;fc54bb22d187
1717607721.688541;192.168.1.1.8888;172.23.69.13.59034;4d02efdb058a
1717607721.688649;192.168.1.1.8888;172.23.69.13.59034;ba45b3ca36b1
1717607721.688769;192.168.1.1.8888;172.23.69.13.59034;84cd7779c7ea
1717607721.688870;192.168.1.1.8888;172.23.69.13.59034;fbbcf710e727
1717607721.689160;192.168.1.1.8888;172.23.69.13.59034;518dace65905
1717607721.689386;192.168.1.1.8888;172.23.69.13.59034;726364eb2802
1717607721.689397;192.168.1.1.8888;172.23.69.13.59034;ddeded528971
1717607721.690401;192.168.1.1.8888;172.23.69.13.59034;4be6c83ec5dd
1717607721.690657;192.168.1.1.8888;172.23.69.13.59034;e445460267a4
1717607721.690664;192.168.1.1.8888;172.23.69.13.59034;7d07a8caa7ed
1717607721.690824;192.168.1.1.8888;172.23.69.13.59034;8646c2fa0505
1717607721.690836;192.168.1.1.8888;172.23.69.13.59034;c2512961e393
1717607721.691093;192.168.1.1.8888;172.23.69.13.59034;385e666605b3
1717607721.721547;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.721604;192.168.1.1.8888;172.23.69.13.59034;3ef023aa58ae
1717607721.721711;192.168.1.1.8888;172.23.69.13.59034;d5c60b4af7b2
1717607721.721859;192.168.1.1.8888;172.23.69.13.59034;df02174feace
1717607721.721957;192.168.1.1.8888;172.23.69.13.59034;e67f630d1827
1717607721.722093;192.168.1.1.8888;172.23.69.13.59034;9c36e333639a
1717607721.722199;192.168.1.1.8888;172.23.69.13.59034;a08593d9e00b
1717607721.722323;192.168.1.1.8888;172.23.69.13.59034;d34654caa7e2
1717607721.722446;192.168.1.1.8888;172.23.69.13.59034;7421426bbf1f
1717607721.722571;192.168.1.1.8888;172.23.69.13.59034;0eb6e50fcc23
1717607721.722692;192.168.1.1.8888;172.23.69.13.59034;5dc9efe84504
1717607721.722818;192.168.1.1.8888;172.23.69.13.59034;9706cd74d5bc
1717607721.722941;192.168.1.1.8888;172.23.69.13.59034;bde911867d2b
1717607721.724307;192.168.1.1.8888;172.23.69.13.59034;10bb54e1a7ba
1717607721.724347;192.168.1.1.8888;172.23.69.13.59034;188f2d1b90e7
1717607721.724353;192.168.1.1.8888;172.23.69.13.59034;ab58ff48ef13
1717607721.724577;192.168.1.1.8888;172.23.69.13.59034;9f9533a15883
1717607721.726322;192.168.1.1.8888;172.23.69.13.59034;cf2628977508
1717607721.760138;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.760199;192.168.1.1.8888;172.23.69.13.59034;734d56b90972
1717607721.760209;192.168.1.1.8888;172.23.69.13.59034;166317dd1a97
1717607721.790267;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.790553;192.168.1.1.8888;172.23.69.13.59034;5282dcf9713e
1717607721.790620;192.168.1.1.8888;172.23.69.13.59034;66637995f114
1717607721.790736;192.168.1.1.8888;172.23.69.13.59034;0999a6956167
1717607721.790918;192.168.1.1.8888;172.23.69.13.59034;1003dcd74110
1717607721.821328;192.168.1.1.8888;172.23.69.13.59034;000000012764
1717607721.821389;192.168.1.1.8888;172.23.69.13.59034;c6f39ffbc08e
1717607721.821413;192.168.1.1.8888;172.23.69.13.59034;b3f25c182ce7
1717607721.821634;192.168.1.1.8888;172.23.69.13.59034;95a2d85f8965
1717607721.821877;192.168.1.1.8888;172.23.69.13.59034;b1ea1ed0be41
1717607721.822202;192.168.1.1.8888;172.23.69.13.59034;65e027640017
1717607721.827228;192.168.1.1.8888;172.23.69.13.59034;4ee9667c597e
1717607721.827275;192.168.1.1.8888;172.23.69.13.59034;7e23b262333b
1717607721.827292;192.168.1.1.8888;172.23.69.13.59034;d3d27be7067e
1717607721.827296;192.168.1.1.8888;172.23.69.13.59034;4eb52232c057
1717607721.859551;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.859925;192.168.1.1.8888;172.23.69.13.59034;aebd09d17ff6
1717607721.859936;192.168.1.1.8888;172.23.69.13.59034;133c684d359a
1717607721.887883;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.887916;192.168.1.1.8888;172.23.69.13.59034;b4f29a7d42a5
1717607721.887963;192.168.1.1.8888;172.23.69.13.59034;a5b09e2fc901
1717607721.888150;192.168.1.1.8888;172.23.69.13.59034;f55429a5923c
1717607721.888206;192.168.1.1.8888;172.23.69.13.59034;19ee4caf4f96
1717607721.888376;192.168.1.1.8888;172.23.69.13.59034;0d6d9534f4b9
1717607721.888444;192.168.1.1.8888;172.23.69.13.59034;f4cdb62c1fe7
1717607721.888622;192.168.1.1.8888;172.23.69.13.59034;2c888755eff2
1717607721.888688;192.168.1.1.8888;172.23.69.13.59034;96a9ddd9a0f8
1717607721.888858;192.168.1.1.8888;172.23.69.13.59034;614880bf3490
1717607721.888933;192.168.1.1.8888;172.23.69.13.59034;ab6b0d11a595
1717607721.889346;192.168.1.1.8888;172.23.69.13.59034;c661c7cb11af
1717607721.889367;192.168.1.1.8888;172.23.69.13.59034;721d5f8320ca
1717607721.889608;192.168.1.1.8888;172.23.69.13.59034;4b21a20ab46b
1717607721.889710;192.168.1.1.8888;172.23.69.13.59034;a93385f9678c
1717607721.889831;192.168.1.1.8888;172.23.69.13.59034;da59719c717a
1717607721.889915;192.168.1.1.8888;172.23.69.13.59034;c9280a504197
1717607721.890043;192.168.1.1.8888;172.23.69.13.59034;0ed47b9f498b
1717607721.890158;192.168.1.1.8888;172.23.69.13.59034;7de8e6fa3de1
1717607721.890458;192.168.1.1.8888;172.23.69.13.59034;0c8d94ab3aac
1717607721.890680;192.168.1.1.8888;172.23.69.13.59034;fc19dcdadc51
1717607721.890824;192.168.1.1.8888;172.23.69.13.59034;e6e5c61990ab
1717607721.921469;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.921498;192.168.1.1.8888;172.23.69.13.59034;1eab99da445d
1717607721.921578;192.168.1.1.8888;172.23.69.13.59034;d14090a8ce75
1717607721.921715;192.168.1.1.8888;172.23.69.13.59034;60f457aa3f8f
1717607721.921820;192.168.1.1.8888;172.23.69.13.59034;cfb16e8f7a2e
1717607721.921947;192.168.1.1.8888;172.23.69.13.59034;9690ca1d5c76
1717607721.922061;192.168.1.1.8888;172.23.69.13.59034;1cf7365254c5
1717607721.922192;192.168.1.1.8888;172.23.69.13.59034;f8a763e589b3
1717607721.922307;192.168.1.1.8888;172.23.69.13.59034;bebe8c98d968
1717607721.922439;192.168.1.1.8888;172.23.69.13.59034;1772e9c94b34
1717607721.922558;192.168.1.1.8888;172.23.69.13.59034;b297eef43cd6
1717607721.922683;192.168.1.1.8888;172.23.69.13.59034;39d3abd51390
1717607721.922802;192.168.1.1.8888;172.23.69.13.59034;967f753e17c6
1717607721.922924;192.168.1.1.8888;172.23.69.13.59034;69254aa64bbb
1717607721.923050;192.168.1.1.8888;172.23.69.13.59034;5c410e7f5f4b
1717607721.923181;192.168.1.1.8888;172.23.69.13.59034;ec6f4bb03aaa
1717607721.923312;192.168.1.1.8888;172.23.69.13.59034;bc493d17458f
1717607721.923760;192.168.1.1.8888;172.23.69.13.59034;1e2822ad8cb3
1717607721.923921;192.168.1.1.8888;172.23.69.13.59034;7d8e51d107fb
1717607721.924157;192.168.1.1.8888;172.23.69.13.59034;8d4fcaa8ae0b
1717607721.924176;192.168.1.1.8888;172.23.69.13.59034;f327e4c48008
1717607721.924659;192.168.1.1.8888;172.23.69.13.59034;6c1afb626b72
1717607721.961252;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.961305;192.168.1.1.8888;172.23.69.13.59034;43d2c8d59f66
1717607721.961313;192.168.1.1.8888;172.23.69.13.59034;161758f96f61
1717607721.989091;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607721.989482;192.168.1.1.8888;172.23.69.13.59034;d7588709ff8c
1717607721.989825;192.168.1.1.8888;172.23.69.13.59034;62b8a784dd39
1717607721.990440;192.168.1.1.8888;172.23.69.13.59034;36947f218b4d
1717607721.990459;192.168.1.1.8888;172.23.69.13.59034;3b4b6e65a016
1717607721.990658;192.168.1.1.8888;172.23.69.13.59034;be186da4ab42
1717607721.993670;192.168.1.1.8888;172.23.69.13.59034;611b37608a42
1717607721.993702;192.168.1.1.8888;172.23.69.13.59034;2e0faba780c5
1717607722.022576;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.022668;192.168.1.1.8888;172.23.69.13.59034;77d8412662bc
1717607722.022911;192.168.1.1.8888;172.23.69.13.59034;d184529f23c4
1717607722.022922;192.168.1.1.8888;172.23.69.13.59034;f34427db62cd
1717607722.023130;192.168.1.1.8888;172.23.69.13.59034;16cb2d7fe31c
1717607722.023758;192.168.1.1.8888;172.23.69.13.59034;22dbebb861bd
1717607722.024343;192.168.1.1.8888;172.23.69.13.59034;92c6455fad99
1717607722.024363;192.168.1.1.8888;172.23.69.13.59034;ac00ba2e0123
1717607722.024384;192.168.1.1.8888;172.23.69.13.59034;e4bcb6c2274d
1717607722.024549;192.168.1.1.8888;172.23.69.13.59034;724a1fef9f2c
1717607722.024811;192.168.1.1.8888;172.23.69.13.59034;5c7258080abe
1717607722.055117;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.055153;192.168.1.1.8888;172.23.69.13.59034;c5b362843df4
1717607722.055211;192.168.1.1.8888;172.23.69.13.59034;9ba6e7c1f439
1717607722.055323;192.168.1.1.8888;172.23.69.13.59034;3521ccfd8b47
1717607722.055475;192.168.1.1.8888;172.23.69.13.59034;ee33a29a2713
1717607722.055583;192.168.1.1.8888;172.23.69.13.59034;1d8e1149cbbd
1717607722.055697;192.168.1.1.8888;172.23.69.13.59034;8c6c13773d62
1717607722.055823;192.168.1.1.8888;172.23.69.13.59034;5fa74785f776
1717607722.055937;192.168.1.1.8888;172.23.69.13.59034;4591b1ad2f0f
1717607722.056073;192.168.1.1.8888;172.23.69.13.59034;ca88d4d143d6
1717607722.056194;192.168.1.1.8888;172.23.69.13.59034;88ef3b9b9d60
1717607722.056312;192.168.1.1.8888;172.23.69.13.59034;092748c7efc7
1717607722.056435;192.168.1.1.8888;172.23.69.13.59034;04ee415e6571
1717607722.056698;192.168.1.1.8888;172.23.69.13.59034;6759be015cb9
1717607722.058561;192.168.1.1.8888;172.23.69.13.59034;9b8fa889d360
1717607722.058603;192.168.1.1.8888;172.23.69.13.59034;3b2bd59134c8
1717607722.089271;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.091245;192.168.1.1.8888;172.23.69.13.59034;95fe6bec16f4
1717607722.091280;192.168.1.1.8888;172.23.69.13.59034;cc145207589f
1717607722.093247;192.168.1.1.8888;172.23.69.13.59034;21b465222e6f
1717607722.093328;192.168.1.1.8888;172.23.69.13.59034;5b38f2c3c89c
1717607722.129561;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.132948;192.168.1.1.8888;172.23.69.13.59034;65bb99ac7e1a
1717607722.133699;192.168.1.1.8888;172.23.69.13.59034;8411ad6b3f68
1717607722.133717;192.168.1.1.8888;172.23.69.13.59034;e8f574345267
1717607722.155034;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.155061;192.168.1.1.8888;172.23.69.13.59034;4a0a34a88162
1717607722.155140;192.168.1.1.8888;172.23.69.13.59034;cffd9d0c7e0b
1717607722.155280;192.168.1.1.8888;172.23.69.13.59034;655f16422793
1717607722.155376;192.168.1.1.8888;172.23.69.13.59034;b5566950c26e
1717607722.155495;192.168.1.1.8888;172.23.69.13.59034;f0131c4755b9
1717607722.155618;192.168.1.1.8888;172.23.69.13.59034;35a7b4c90a56
1717607722.155777;192.168.1.1.8888;172.23.69.13.59034;2ee396cc3cf0
1717607722.155899;192.168.1.1.8888;172.23.69.13.59034;fc71a7a66e46
1717607722.155985;192.168.1.1.8888;172.23.69.13.59034;85d52b8062fb
1717607722.156109;192.168.1.1.8888;172.23.69.13.59034;4f9c5ed86b7a
1717607722.156229;192.168.1.1.8888;172.23.69.13.59034;41bc9ddda090
1717607722.156355;192.168.1.1.8888;172.23.69.13.59034;3060298b5ec0
1717607722.156475;192.168.1.1.8888;172.23.69.13.59034;09de90992e57
1717607722.156601;192.168.1.1.8888;172.23.69.13.59034;04f7903c1478
1717607722.156722;192.168.1.1.8888;172.23.69.13.59034;c5b0a5678a62
1717607722.157504;192.168.1.1.8888;172.23.69.13.59034;8fc773610b61
1717607722.157757;192.168.1.1.8888;172.23.69.13.59034;028fb840417b
1717607722.157767;192.168.1.1.8888;172.23.69.13.59034;1ea321e09618
1717607722.158008;192.168.1.1.8888;172.23.69.13.59034;318be9253d97
1717607722.158399;192.168.1.1.8888;172.23.69.13.59034;4180b5ab4a3a
1717607722.158788;192.168.1.1.8888;172.23.69.13.59034;6994efab27ca
1717607722.188405;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.188456;192.168.1.1.8888;172.23.69.13.59034;10516bf4275e
1717607722.188489;192.168.1.1.8888;172.23.69.13.59034;e8bb4a3fc659
1717607722.190090;192.168.1.1.8888;172.23.69.13.59034;4f0adfb08324
1717607722.191272;192.168.1.1.8888;172.23.69.13.59034;1e4fac55630b
1717607722.192414;192.168.1.1.8888;172.23.69.13.59034;bf347e92d5df
1717607722.229965;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.230025;192.168.1.1.8888;172.23.69.13.59034;921b184f71fe
1717607722.230037;192.168.1.1.8888;172.23.69.13.59034;22d6acc895f9
1717607722.255536;192.168.1.1.8888;172.23.69.13.59034;00000001219a
1717607722.255575;192.168.1.1.8888;172.23.69.13.59034;c4ff543271e4
1717607722.255602;192.168.1.1.8888;172.23.69.13.59034;a89fdfcc040f
1717607722.255717;192.168.1.1.8888;172.23.69.13.59034;de01a5c1663c
1717607722.255884;192.168.1.1.8888;172.23.69.13.59034;1b780bcc3f9c
1717607722.255967;192.168.1.1.8888;172.23.69.13.59034;f5808eedbc85
1717607722.256080;192.168.1.1.8888;172.23.69.13.59034;00a2a25b1052
1717607722.256214;192.168.1.1.8888;172.23.69.13.59034;efd411816f02
1717607722.256341;192.168.1.1.8888;172.23.69.13.59034;650e93e4495b
1717607722.257217;192.168.1.1.8888;172.23.69.13.59034;3de0116cdb2d
1717607722.257240;192.168.1.1.8888;172.23.69.13.59034;13a2f55722c4
1717607722.257493;192.168.1.1.8888;172.23.69.13.59034;db4dd7f507de
1717607722.257697;192.168.1.1.8888;172.23.69.13.59034;eb52eb87b745
1717607722.257888;192.168.1.1.8888;172.23.69.13.59034;dbbc08614ae7
1717607722.258085;192.168.1.1.8888;172.23.69.13.59034;76084f9a563f
1717607722.258092;192.168.1.1.8888;172.23.69.13.59034;72e1c791bc3d
1717607722.258185;192.168.1.1.8888;172.23.69.13.59034;31d0bbf65478
1717607722.258302;192.168.1.1.8888;172.23.69.13.59034;77e567b98a84
1717607722.258463;192.168.1.1.8888;172.23.69.13.59034;5f0880454729
1717607722.258548;192.168.1.1.8888;172.23.69.13.59034;875fa40abf21
1717607722.258681;192.168.1.1.8888;172.23.69.13.59034;98a36f27b0dc
1717607722.258837;192.168.1.1.8888;172.23.69.13.59034;26339e138029
1717607722.288410;192.168.1.1.8888;172.23.69.13.59034;00000001219a
